one

Mote 1 at time 32
Mote 1 at time 33
Mote 1 at time 34
Mote 1 at time 35
Mote 1 at time 36
Mote 1 at time 37
Mote 1 at time 38
Mote 1 at time 39
Mote 1 at time 40
Mote 1 at time 41
Mote 1 at time 42
Mote 1 at time 43
Mote 1 at time 44
Mote 1 at time 45
Mote 1 at time 46
Mote 2 at time 2019-06-17 20:49:39 saw 1 with rssi 192 base rssi 179
Mote 1 at time 2019-06-17 20:49:39 saw 2 with rssi 203 base rssi 171
Mote 2 at time 2019-06-17 20:49:40 base rssi 184
Mote 1 at time 2019-06-17 20:49:40 saw 2 with rssi 195 base rssi 177
Mote 2 at time 2019-06-17 20:49:41 saw 1 with rssi 199 base rssi 188
Mote 1 at time 2019-06-17 20:49:41 saw 2 with rssi 197 base rssi 176
Mote 2 at time 2019-06-17 20:49:41 saw 1 with rssi 207 base rssi 185
Mote 1 at time 2019-06-17 20:49:42 saw 2 with rssi 212 base rssi 174
Mote 2 at time 2019-06-17 20:49:42 base rssi 178
Mote 1 at time 2019-06-17 20:49:43 saw 2 with rssi 205 base rssi 169
Mote 1 at time 2019-06-17 20:49:44 base rssi 171
Mote 1 at time 2019-06-17 20:49:45 base rssi 165
Mote 1 at time 2019-06-17 20:49:46 base rssi 161
Mote 1 at time 2019-06-17 20:49:47 base rssi 161
Mote 1 at time 2019-06-17 20:49:51 base rssi 180
Mote 1 at time 2019-06-17 20:49:52 base rssi 182
Mote 1 at time 2019-06-17 20:49:53 base rssi 187
Mote 1 at time 2019-06-17 20:49:54 base rssi 186
Mote 1 at time 2019-06-17 20:49:55 base rssi 187
Mote 1 at time 2019-06-17 20:49:56 base rssi 186
Mote 1 at time 2019-06-17 20:49:57 base rssi 188
Mote 1 at time 2019-06-17 20:49:58 base rssi 187
Mote 1 at time 2019-06-17 20:49:59 base rssi 182
Mote 1 at time 2019-06-17 20:50:00 base rssi 183
Mote 1 at time 2019-06-17 20:50:01 base rssi 181
Mote 1 at time 2019-06-17 20:50:02 base rssi 185
Mote 1 at time 2019-06-17 20:50:03 base rssi 185
Mote 1 at time 2019-06-17 20:50:04 base rssi 185
Mote 1 at time 2019-06-17 20:50:05 base rssi 183
Mote 1 at time 2019-06-17 20:50:06 base rssi 184
Mote 1 at time 2019-06-17 20:50:07 base rssi 183
Mote 1 at time 2019-06-17 20:50:08 base rssi 183
Mote 1 at time 2019-06-17 20:50:09 base rssi 183
Mote 1 at time 2019-06-17 20:50:10 base rssi 186
Mote 1 at time 2019-06-17 20:50:11 base rssi 184
Mote 1 at time 2019-06-17 20:50:12 base rssi 186
Mote 1 at time 2019-06-17 20:50:13 base rssi 186
Mote 1 at time 2019-06-17 20:50:14 base rssi 185
Mote 1 at time 2019-06-17 20:50:15 base rssi 186
Mote 1 at time 2019-06-17 20:50:16 base rssi 185
Mote 1 at time 2019-06-17 20:50:17 base rssi 185
Mote 1 at time 2019-06-17 20:50:18 base rssi 185
Mote 1 at time 2019-06-17 20:50:19 base rssi 186
Mote 1 at time 2019-06-17 20:50:20 base rssi 186
Mote 1 at time 2019-06-17 20:50:21 base rssi 185
Mote 1 at time 2019-06-17 20:50:22 base rssi 185
Mote 1 at time 2019-06-17 20:50:23 base rssi 186
Mote 1 at time 2019-06-17 20:50:24 base rssi 186
Mote 1 at time 2019-06-17 20:50:25 base rssi 187
Mote 1 at time 2019-06-17 20:50:26 base rssi 187
Mote 1 at time 2019-06-17 20:50:27 base rssi 186
Mote 1 at time 2019-06-17 20:50:28 base rssi 186
Mote 1 at time 2019-06-17 20:50:29 base rssi 187
Mote 1 at time 2019-06-17 20:50:30 base rssi 187
Mote 1 at time 2019-06-17 20:50:31 base rssi 187
Mote 1 at time 2019-06-17 20:50:32 base rssi 187
Mote 1 at time 2019-06-17 20:50:33 base rssi 186
Mote 1 at time 2019-06-17 20:50:34 base rssi 186
Mote 1 at time 2019-06-17 20:50:35 base rssi 186
---------------------------------
